age,gender,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
43,Male,1,4,2,4,2,3,1,4,2,5,5,1,5,1,5,5,5,5,5,5,3,3,2,3,3,4,3,3,4,3,2,4,5,3,2,4,3,3,3,3,3,4,5,4,3,1,2,3,4,3
52,Female,4,1,5,2,5,1,5,3,5,2,2,4,3,4,2,2,2,1,2,1,1,5,1,5,1,2,1,4,5,5,4,3,4,2,2,2,5,1,4,5,5,1,5,2,5,1,5,5,4,5
31,Female,1,4,3,3,4,1,3,5,5,3,4,1,3,1,2,2,3,4,4,4,4,2,2,5,2,4,2,4,5,4,4,2,4,3,4,1,5,2,3,5,3,1,5,1,3,1,5,5,5,4
27,Male,3,3,3,2,3,2,3,3,3,3,2,4,2,2,2,2,4,2,2,2,3,3,2,3,3,3,2,3,4,4,4,1,4,2,4,1,3,2,4,4,4,1,3,1,4,1,4,3,3,5
20,Female,4,1,5,1,5,1,5,2,5,1,2,2,4,3,2,2,4,2,2,2,1,5,1,4,1,4,1,4,5,4,2,4,5,2,2,3,2,2,2,4,5,1,5,1,5,1,4,5,5,5
23,Female,4,1,5,1,5,1,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,4,1,5,1,5,1,5,5,5,1,1,5,5,1,1,1,1,5,1,4,5,5,1,1,1,5,5,5,5
14,Female,3,1,4,2,5,2,3,3,4,1,4,4,4,3,3,3,1,2,4,3,4,5,2,4,1,4,1,3,5,4,3,3,4,3,3,5,3,3,2,3,3,2,4,1,4,1,5,3,4,4
21,Male,2,1,3,3,5,1,5,4,3,4,4,3,5,2,3,5,4,1,5,1,1,5,1,5,1,4,1,4,5,4,1,2,3,5,2,5,3,1,5,3,3,4,4,1,5,1,2,3,5,5
62,Female,1,5,2,4,2,4,1,4,1,5,2,3,3,4,1,2,1,1,2,2,2,4,1,4,2,2,2,3,4,1,3,2,4,3,4,2,4,2,4,4,3,4,3,2,3,3,3,3,4,2
15,Female,4,1,4,1,2,1,4,1,5,4,5,2,5,1,1,5,4,5,4,5,1,5,2,5,2,1,1,4,4,4,4,4,4,5,1,2,3,1,4,3,4,1,5,1,4,1,4,2,4,5
20,Male,1,4,3,4,4,4,2,4,3,5,3,4,4,4,3,1,1,1,1,3,2,4,1,4,3,4,1,3,4,3,2,2,3,3,1,5,3,3,2,3,3,3,4,3,3,1,4,2,5,4
23,Female,4,5,5,3,4,2,1,2,5,2,4,3,4,4,4,3,3,4,4,4,1,4,1,5,2,5,3,4,4,3,4,1,4,1,4,2,5,1,5,4,3,2,4,1,4,2,4,1,4,3
16,Female,5,2,3,2,3,2,4,2,5,4,3,4,5,3,2,3,1,1,2,3,2,4,2,4,2,5,2,4,5,5,3,4,5,4,2,3,2,2,3,4,5,1,5,1,4,1,3,4,4,5
16,Female,3,1,3,3,4,2,2,3,3,4,2,3,4,2,3,4,3,4,1,3,1,5,3,5,2,4,2,4,4,2,4,5,4,4,2,2,4,2,2,3,4,2,4,2,3,2,4,4,5,4
23,Male,3,5,4,5,4,2,2,5,1,2,5,3,5,3,5,5,5,5,5,3,3,4,5,5,2,5,2,5,5,5,4,5,5,5,1,5,1,3,1,3,2,2,5,2,4,1,5,1,5,5
16,Female,2,3,4,3,3,4,2,2,2,4,4,3,4,3,4,4,4,4,4,3,2,4,2,4,2,5,2,4,4,4,2,4,4,4,3,4,4,2,3,3,4,2,3,2,3,3,4,3,4,3
19,Female,5,1,5,5,5,5,5,1,5,5,4,5,5,5,1,5,5,1,5,1,5,5,1,5,1,5,1,5,5,5,5,1,5,1,1,5,1,1,5,5,5,1,5,1,5,1,5,5,5,5
17,Female,2,2,4,3,5,2,3,4,1,2,3,4,4,2,3,4,2,4,3,1,4,5,1,3,2,5,2,4,5,4,5,2,4,1,4,1,4,3,5,5,3,2,5,2,5,1,4,5,4,5
28,Female,1,3,4,4,1,4,1,5,2,4,2,2,5,1,4,4,5,5,4,4,1,4,3,5,2,3,3,4,4,3,3,4,5,4,1,3,4,3,3,3,1,3,5,3,3,3,3,2,5,4
30,Male,1,1,4,4,4,2,2,4,2,3,2,4,2,3,4,3,4,3,3,3,1,5,1,5,1,5,1,5,5,5,3,3,3,3,1,2,4,4,4,4,5,2,2,3,2,4,3,5,5,2
19,Female,3,1,4,2,5,1,5,2,5,2,2,5,3,3,2,3,2,2,3,2,3,3,2,3,3,2,2,4,3,2,1,3,4,4,1,4,4,5,2,2,4,2,5,1,4,1,4,4,4,4
38,Male,1,2,1,4,1,4,1,5,5,5,4,2,4,4,4,5,2,5,2,4,3,4,1,2,3,4,4,2,2,4,2,4,4,4,2,5,4,2,1,4,4,4,4,2,4,2,4,5,5,4
32,Male,3,3,3,5,5,5,3,2,5,2,3,2,5,3,2,4,5,3,2,4,4,4,3,3,2,2,2,4,4,5,3,2,5,1,3,2,3,4,5,3,3,1,4,1,3,1,4,1,3,4
56,Female,4,1,5,1,5,1,4,1,5,2,4,3,3,4,3,1,1,1,3,1,1,5,2,5,1,5,1,5,5,5,3,5,3,1,4,4,3,1,4,3,5,1,5,1,5,1,5,5,5,5
16,Female,4,4,4,3,5,1,4,3,4,5,5,2,5,1,5,5,5,5,4,5,1,5,4,5,1,5,1,5,5,4,3,2,4,5,2,5,3,3,3,4,4,1,5,3,5,1,5,5,5,5
16,Female,4,2,5,2,5,2,5,3,5,3,4,5,4,2,4,4,4,3,3,3,1,5,3,4,3,4,1,5,5,5,3,3,4,3,4,3,3,3,4,3,5,1,4,1,5,1,5,5,4,5
55,Male,1,5,3,4,1,2,2,5,1,4,3,4,4,2,3,2,3,2,4,4,1,3,1,5,1,5,2,5,5,5,4,2,4,1,5,1,2,1,2,4,4,1,5,1,5,1,5,3,5,5
19,Female,1,5,1,5,1,4,1,5,1,5,5,1,5,3,5,5,5,5,5,3,3,3,4,2,4,5,4,3,4,5,4,5,5,4,3,5,4,5,2,4,5,4,4,3,5,1,5,5,5,3
38,Female,2,4,2,4,2,5,1,4,1,4,4,3,4,3,4,4,4,5,5,3,3,1,4,1,5,1,4,1,1,1,3,1,4,4,4,1,4,5,2,2,3,3,2,3,1,4,4,3,4,2
17,Female,1,3,1,4,1,2,1,3,2,5,5,1,5,1,5,4,5,5,3,5,2,4,1,5,2,5,2,3,5,3,1,5,4,5,2,5,4,4,2,3,5,2,5,1,5,1,5,5,5,5
31,Female,1,2,2,5,2,3,1,4,1,5,5,4,5,2,5,4,5,4,5,3,1,5,2,5,2,5,2,4,5,2,5,2,5,2,5,3,5,1,5,5,5,5,5,5,3,4,2,5,5,3
19,Male,1,3,1,5,1,4,1,1,1,5,2,4,1,2,1,1,2,1,1,1,4,1,5,4,5,3,5,3,1,3,3,3,4,3,2,3,2,3,3,4,4,2,5,3,4,1,5,4,4,5
47,Female,3,1,4,2,3,1,2,4,3,5,5,1,5,2,3,4,3,1,4,4,1,5,3,5,1,5,1,4,5,3,3,5,5,2,2,5,5,1,4,4,4,3,5,1,4,3,4,2,5,4
21,Female,1,2,4,4,3,2,2,4,1,2,4,3,4,1,3,4,3,2,3,3,3,4,3,4,2,4,2,3,4,2,4,1,4,2,2,2,3,2,4,2,2,3,3,3,3,2,4,2,4,3
19,Female,3,2,3,5,2,3,2,5,1,4,5,1,5,5,5,5,5,5,5,5,5,1,3,5,3,5,4,5,4,3,2,5,3,5,3,5,4,3,1,1,1,3,5,3,3,3,3,5,5,3
28,Male,2,4,3,4,4,2,5,3,5,1,1,5,1,4,3,1,1,2,1,2,1,4,1,4,2,4,3,4,2,3,1,5,1,4,1,5,1,4,2,2,4,1,3,1,4,1,4,3,5,4
21,Female,3,1,5,2,5,1,4,3,4,3,3,4,4,3,3,3,3,3,3,3,1,5,2,5,1,5,1,5,5,3,3,4,4,1,2,4,3,4,3,3,4,2,5,1,3,1,3,4,4,4
32,Female,3,2,4,3,4,2,3,4,4,4,3,2,4,2,2,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,4,1,3,2,4,2,4,2,4,4,5,4,4,4,4,2,4,4,4,4
16,Female,5,2,3,1,3,3,2,4,3,5,3,5,4,4,4,3,3,3,3,4,4,3,1,3,2,3,3,3,3,4,3,5,5,3,2,5,3,3,4,4,3,4,5,3,4,1,4,3,3,4
16,Male,2,2,4,5,2,1,1,2,4,4,3,4,4,5,2,4,2,2,3,1,2,5,1,4,1,4,2,2,4,5,1,2,2,4,1,4,4,4,3,3,5,2,5,2,4,1,4,5,5,5
24,Female,3,2,3,3,5,2,3,2,4,2,4,2,5,2,3,4,2,2,4,2,1,3,3,5,2,3,2,3,4,4,4,4,5,2,2,4,4,1,4,5,5,2,3,1,4,3,5,5,4,5
24,Male,2,4,3,5,4,2,2,4,2,4,1,4,1,3,4,2,3,2,3,2,2,3,3,4,4,4,3,3,4,3,3,3,2,4,2,4,2,2,3,2,1,3,5,3,3,1,4,2,4,4
35,Male,3,2,4,3,2,2,3,5,1,3,2,3,3,2,2,3,2,2,2,2,3,4,1,4,2,4,3,2,4,2,4,1,5,1,2,1,5,4,4,4,4,3,3,3,2,2,4,4,3,3
19,Female,5,2,5,1,5,1,4,2,5,2,4,3,4,2,2,2,3,2,3,4,1,5,1,4,1,4,1,4,5,4,5,2,5,3,4,3,4,1,5,5,4,1,4,1,4,1,5,5,5,5
22,Male,3,4,4,4,2,4,1,5,1,5,3,4,3,4,4,2,3,2,3,2,4,4,2,2,4,3,3,3,2,3,2,2,2,2,2,3,2,3,2,3,2,4,3,5,1,4,3,2,2,2
18,Female,1,5,2,5,1,5,1,5,1,5,5,3,5,2,4,5,5,5,5,3,3,3,3,4,4,5,3,5,4,2,2,5,4,4,2,5,3,4,2,3,3,4,5,2,3,1,3,2,5,4
27,Female,3,2,4,2,5,1,4,4,2,2,5,3,5,1,2,4,5,3,5,5,1,5,3,5,1,4,1,5,5,5,3,5,3,4,2,2,3,3,3,3,3,3,4,1,3,2,4,2,5,4
46,Female,3,1,5,2,5,1,5,3,5,5,5,1,5,1,5,5,5,5,5,5,1,3,1,5,3,5,4,2,5,3,1,5,5,5,1,5,2,5,4,3,5,3,5,1,4,1,3,5,5,5
49,Male,3,3,4,3,5,2,1,4,5,2,3,4,5,3,5,5,1,3,2,2,1,5,1,5,1,5,1,5,5,5,5,1,5,2,5,1,5,1,5,5,4,4,4,4,4,3,5,1,5,4
24,Male,3,3,3,2,4,1,4,2,4,3,2,2,4,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,3,4,4,2,4,3,4,2,5,1,4,4,5,1,3,1,3,2,5,4,5,4
21,Male,1,5,4,4,3,2,1,4,2,5,1,1,5,2,1,1,1,1,1,1,1,3,1,5,1,4,2,4,5,2,4,1,5,2,5,4,5,1,5,4,5,1,5,2,4,1,5,2,5,3
17,Female,5,1,5,3,5,2,5,3,5,3,3,1,5,1,5,2,5,5,5,1,1,5,3,5,2,5,1,4,5,5,5,2,5,2,4,4,5,3,3,5,3,3,3,1,5,1,5,3,5,5
35,Female,2,4,4,4,4,3,2,3,4,4,2,5,1,3,4,2,2,1,2,1,1,4,1,5,1,4,1,3,4,3,3,4,2,1,2,4,4,1,2,5,5,5,4,4,3,2,4,2,4,4
43,Female,5,5,4,5,5,2,5,5,1,5,5,1,5,1,5,5,5,5,5,5,1,3,1,1,2,1,2,1,3,4,5,5,5,5,1,2,5,5,4,5,5,5,2,5,4,5,5,5,5,2
22,Male,4,2,5,2,3,2,3,2,3,3,2,3,3,2,2,4,2,2,2,2,3,3,2,4,3,3,2,3,3,3,4,3,4,3,2,4,2,3,2,2,3,2,3,3,3,2,4,3,1,3
27,Male,3,1,5,1,5,1,5,1,5,1,3,2,5,3,3,3,4,3,3,2,3,4,3,3,3,3,1,2,4,3,4,4,5,2,2,4,4,1,3,4,4,1,5,1,5,1,4,4,4,5
14,Male,3,1,3,3,2,2,1,3,2,3,3,1,5,1,3,3,3,1,4,5,1,5,1,5,1,5,1,5,5,5,3,1,5,2,3,3,4,2,3,4,5,1,5,2,5,1,4,5,4,5
18,Male,3,3,3,3,3,4,3,5,4,5,3,4,4,3,2,2,4,2,2,4,3,3,4,3,4,2,4,3,3,5,3,4,4,3,3,3,2,4,3,2,5,1,4,1,4,3,5,5,5,5
32,Female,3,2,4,2,4,2,4,3,3,2,2,3,3,4,4,2,1,1,3,1,3,4,2,3,2,2,2,4,4,4,4,1,4,2,3,1,5,2,4,3,4,2,3,1,4,2,5,4,3,4
25,Female,4,4,3,5,2,4,2,2,4,3,4,2,4,2,4,5,4,4,3,4,4,4,2,4,2,4,2,2,4,2,2,3,3,2,1,2,1,1,2,4,3,3,3,3,4,3,4,2,2,3
22,Male,2,3,5,3,2,3,2,3,4,4,1,5,1,4,1,1,1,1,4,1,4,2,2,2,4,2,4,2,2,3,4,2,5,1,4,1,3,2,3,4,5,1,5,1,5,1,5,4,5,4
23,Female,1,3,1,5,2,4,1,5,1,5,4,3,5,3,4,4,5,4,4,4,2,3,2,4,2,5,2,5,3,2,3,4,5,3,3,1,3,3,1,4,5,4,5,3,5,1,3,5,5,4
21,Male,4,4,2,4,1,2,1,4,2,4,4,3,4,1,4,3,4,4,3,5,3,2,2,1,2,2,4,2,1,2,2,4,4,4,1,2,3,4,2,3,5,3,4,3,4,2,5,4,4,3
51,Female,3,3,4,3,4,1,3,4,1,4,1,3,5,3,3,3,3,3,4,2,2,3,1,4,1,4,1,3,5,3,3,1,5,1,3,1,5,2,4,5,5,1,4,4,4,1,5,5,4,3
16,Male,2,2,1,4,4,1,5,5,2,5,2,5,5,1,1,2,5,4,5,5,5,5,5,2,2,2,1,5,1,1,4,5,5,1,1,4,5,1,4,5,5,1,5,1,5,1,5,5,5,5
20,Female,1,2,5,2,4,2,5,4,1,5,3,4,5,1,1,2,5,5,3,3,1,5,1,5,1,4,1,5,4,3,3,5,5,4,4,1,5,1,5,5,4,1,4,1,3,4,4,4,3,3
39,Female,3,3,4,4,3,2,4,3,3,3,2,4,2,1,2,2,1,1,2,2,3,4,1,4,2,4,2,4,4,4,4,3,5,2,4,2,4,1,5,4,3,2,4,1,4,2,5,4,5,5
18,Female,5,4,5,5,4,4,4,1,3,2,2,2,4,3,2,2,2,3,4,3,4,4,1,5,1,5,1,4,4,3,4,1,4,2,3,2,3,3,4,3,4,3,4,3,4,1,3,2,3,4
17,Female,5,1,5,3,5,1,5,5,3,4,4,4,5,3,5,4,4,3,4,2,5,4,3,3,2,5,1,5,5,4,5,1,5,2,4,1,4,3,3,4,2,3,3,3,3,3,5,1,5,3
20,Male,1,2,3,4,2,2,1,4,2,4,2,4,2,3,2,2,3,3,2,3,2,3,1,4,2,3,2,2,4,2,2,4,5,3,1,3,3,2,2,3,5,2,3,2,4,3,4,4,5,4
28,Male,3,3,3,2,3,1,2,2,1,3,4,1,4,3,4,3,5,4,2,4,3,4,1,5,4,4,3,3,5,2,4,5,2,1,2,1,2,3,3,1,2,4,3,2,2,4,3,1,4,2
28,Male,2,1,4,3,5,1,3,1,3,2,2,4,5,4,2,3,3,1,3,1,2,4,2,5,1,4,2,4,4,5,4,3,4,2,4,2,4,1,4,4,3,5,3,4,2,3,2,2,5,1
23,Male,3,5,5,3,3,5,3,3,3,5,3,3,4,3,2,3,3,3,3,3,5,5,2,5,3,4,3,3,5,3,3,5,3,3,3,3,3,3,3,5,3,3,4,3,3,3,4,2,4,4
17,Female,4,4,3,4,3,2,3,3,3,4,2,3,5,2,1,4,5,3,5,3,4,3,4,2,2,3,2,3,2,2,4,3,3,3,3,5,5,1,4,4,5,3,3,4,3,3,4,4,5,3
25,Female,4,1,5,1,4,1,4,2,4,2,5,2,5,3,2,5,4,4,3,3,1,5,3,5,1,5,1,5,5,3,4,3,5,4,3,5,4,1,4,4,3,2,5,3,4,1,4,3,4,4
16,Female,1,5,1,5,1,3,1,5,1,5,5,2,5,1,2,4,5,5,5,5,4,3,5,3,5,2,4,2,3,3,4,1,5,2,3,3,5,3,2,5,5,1,5,2,2,1,5,5,4,5
19,Male,1,2,1,5,1,4,1,5,2,5,4,1,4,5,4,5,5,5,4,5,3,2,2,2,2,1,4,2,2,1,3,4,4,4,4,4,5,2,4,5,5,1,2,2,4,2,5,5,5,4
21,Male,3,2,5,3,5,1,4,3,4,3,3,3,4,2,4,2,2,1,3,2,2,5,2,3,2,3,2,4,4,3,4,5,3,4,2,4,2,2,3,4,4,1,4,1,5,2,5,3,5,5
24,Male,1,1,4,4,5,1,1,5,1,4,4,1,5,1,4,5,5,4,4,5,1,5,2,4,1,4,1,5,4,1,1,4,5,5,4,5,5,5,4,5,5,4,5,2,5,1,5,4,5,5
23,Male,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
26,Male,5,3,4,3,4,3,4,2,4,1,2,3,2,4,4,2,4,4,2,2,1,4,1,4,1,4,3,3,4,3,4,2,2,2,3,2,5,2,4,4,2,2,4,2,2,2,2,1,3,2
15,Male,5,1,5,1,5,1,5,1,5,1,4,4,5,1,1,2,2,1,1,2,1,5,5,5,1,5,1,4,5,5,2,1,5,1,1,1,5,4,5,5,5,1,5,1,5,1,3,5,5,5
16,Male,2,5,2,5,3,4,1,4,1,3,1,5,2,5,1,1,1,1,1,1,1,3,1,5,1,5,3,5,4,5,3,3,5,3,2,1,3,3,3,5,4,1,5,1,3,2,5,5,5,5
22,Male,4,5,4,4,4,1,5,1,4,4,2,4,2,4,1,1,4,1,1,4,5,4,2,4,2,2,2,5,5,4,4,4,4,4,4,5,2,5,5,5,2,4,4,2,4,4,4,3,4,4
17,Male,2,2,3,3,2,3,5,4,5,5,1,2,2,1,3,2,1,1,1,2,3,2,2,2,3,2,3,2,4,3,4,5,4,4,1,2,4,5,2,5,1,1,5,1,5,1,5,5,3,5
31,Female,3,3,4,4,4,3,3,5,4,4,3,4,5,2,5,3,4,3,4,2,2,4,1,4,3,4,2,4,4,4,3,4,4,3,1,5,4,2,3,4,4,3,4,3,4,4,3,4,5,5
19,Female,4,2,3,2,3,1,3,2,4,2,2,4,2,3,3,2,3,2,3,2,1,2,2,5,2,4,2,4,4,3,2,5,4,2,1,5,2,3,2,4,4,1,5,1,5,1,5,4,4,5
15,Male,1,4,5,1,4,2,4,5,1,3,5,4,4,2,4,3,2,1,2,1,3,4,5,2,5,2,4,4,2,4,3,1,3,1,2,2,4,3,4,3,3,2,1,2,2,5,3,3,3,2
16,Female,3,1,5,3,4,1,3,3,3,3,4,2,5,2,3,3,3,2,4,1,1,4,3,4,2,2,2,4,5,3,5,2,5,4,3,3,5,1,5,5,4,1,5,2,5,2,5,4,4,5
17,Female,1,2,4,3,3,3,2,4,3,4,4,4,4,3,4,5,5,5,4,3,5,4,2,5,2,5,3,5,5,3,4,3,4,4,2,3,3,4,2,3,3,4,3,4,3,3,3,3,4,3
71,Male,1,3,3,3,3,1,2,4,3,4,1,4,3,2,1,2,3,2,2,1,1,4,1,4,2,4,2,4,3,4,4,4,5,1,4,3,4,1,3,3,3,2,4,2,4,2,4,2,4,4
17,Female,3,3,3,4,2,3,2,2,3,5,2,4,3,3,5,3,1,2,4,4,2,3,2,4,3,4,3,4,4,3,3,2,4,2,5,3,3,2,4,3,3,3,4,3,3,1,3,2,4,3
20,Male,1,1,2,3,5,1,3,2,5,5,2,2,5,5,3,5,5,5,3,5,5,5,1,5,1,4,1,5,5,5,2,5,5,5,3,4,3,3,2,3,2,3,5,1,2,2,5,5,5,3
14,Male,1,2,3,3,4,2,1,3,4,4,4,3,4,2,5,4,4,4,5,4,1,4,4,4,1,3,2,4,5,3,3,4,3,4,2,4,3,3,4,3,4,2,4,1,4,3,4,4,5,4
20,Female,3,1,1,3,5,1,2,3,5,5,5,1,5,1,5,5,5,5,5,4,2,5,5,5,1,4,2,4,4,2,3,1,4,1,4,1,5,3,4,3,3,3,5,3,5,1,2,3,5,5
22,Female,3,3,3,3,3,2,3,2,3,3,5,3,5,2,5,4,3,2,3,3,1,4,1,1,3,4,2,3,2,3,3,3,3,2,3,3,4,2,3,3,3,3,4,3,3,2,2,2,3,2
66,Female,3,3,4,4,5,2,4,4,4,3,3,4,4,5,3,3,3,1,2,1,1,5,1,5,1,5,1,5,5,4,4,4,4,3,4,3,4,1,4,2,4,4,3,3,4,4,4,3,3,3
20,Male,3,3,2,3,2,4,1,5,2,5,4,2,3,1,5,4,5,5,5,4,3,2,4,2,4,1,3,3,1,2,4,3,3,2,2,2,4,2,4,3,4,3,4,3,4,4,4,4,4,3
20,Female,5,2,4,1,5,1,5,2,5,1,4,4,4,3,2,3,2,2,2,2,1,5,1,5,1,5,1,4,5,5,4,3,5,1,4,1,5,2,4,5,4,1,5,1,5,5,5,4,5,5
33,Female,2,3,4,2,4,2,2,4,2,3,2,3,2,3,2,3,3,2,2,2,2,4,1,4,1,3,2,4,3,4,5,4,5,1,5,4,5,1,5,5,5,1,2,2,4,4,5,4,4,5
16,Female,1,5,1,4,1,2,1,4,3,5,4,1,5,4,1,3,3,4,4,2,2,4,2,4,2,1,2,3,4,1,2,1,4,4,2,5,4,3,1,3,3,1,4,1,3,2,4,4,4,4
46,Male,3,3,4,5,4,3,3,5,2,3,1,3,2,4,1,1,1,1,1,1,1,5,1,5,1,4,1,5,5,4,3,4,4,1,4,3,4,2,4,3,1,1,3,1,4,1,4,1,2,4
21,Male,2,3,4,3,3,2,2,5,3,4,4,4,5,3,2,4,2,2,4,2,1,5,3,4,2,4,1,4,3,4,3,4,4,4,2,4,3,2,2,3,4,2,4,2,4,1,4,4,5,4
44,Female,4,3,2,1,5,3,5,2,3,3,2,2,3,3,3,3,1,1,3,3,3,4,3,3,3,3,3,2,2,1,5,4,3,1,2,3,1,1,2,5,5,1,5,1,5,1,5,5,5,5
34,Female,3,3,4,3,4,3,4,4,3,3,2,4,3,3,2,3,2,1,2,2,1,4,1,5,3,5,3,4,5,4,4,1,5,1,4,4,5,2,4,2,3,4,3,1,5,1,4,3,3,4
24,Female,3,1,5,2,5,1,4,3,4,5,4,4,5,4,4,4,1,1,1,1,5,5,5,4,2,4,1,3,4,4,4,4,2,3,1,4,4,3,4,5,1,2,5,2,3,1,5,1,4,4
17,Female,2,2,2,3,2,1,1,3,1,4,4,5,5,2,3,4,3,3,4,2,1,4,1,5,1,5,2,3,4,4,1,3,4,4,1,4,4,4,2,3,3,4,5,3,3,2,2,2,5,4
26,Female,1,4,2,2,3,2,1,5,2,4,5,2,4,4,3,2,2,2,2,2,1,4,1,5,1,5,1,5,5,4,3,1,5,2,2,2,4,2,2,5,5,1,5,1,4,1,5,5,5,5
