year,id,age,sex,race,degree,educ,region,marital,childs,wrkstat,hrs1,income_2000dollars,class,party,political_views,pres20,gunlaw,cappun,cannabis_legal,happy,health,life,trust,satfin,mental_health_bad_days,relig,attend,god,postlife,bible
2022,2439,38,female,black,high school,13,south,divorced,1,working part time,20,15033.75,working class,"independent, close to democrat","moderate, middle of the road",biden,favor,favor,,not too happy,good,routine,,not satisfied at all,0,protestant,about once or twice a year,no doubts,,
2022,2440,29,female,white,less than high school,12,south,never married,3,working full time,52,,working class,"independent (neither, no response)",don't know,,favor,favor,,very happy,fair,routine,,not satisfied at all,12,none,never,,don't know,word of god
2022,2441,37,male,white,less than high school,11,south,married,1,working full time,12,13451.25,lower class,"independent (neither, no response)","moderate, middle of the road",,oppose,favor,,very happy,good,routine,,not satisfied at all,0,buddhism,less than once a year,"don't know, no way to find out",,
2022,2442,69,male,white,high school,13,south,married,0,retired,,,working class,"independent, close to republican",slightly conservative,trump,oppose,oppose,should be legal,very happy,good,routine,most people can be trusted,not satisfied at all,,protestant,2-3 times a month,no doubts,yes,word of god
2022,2443,49,male,white,less than high school,8,south,divorced,1,working full time,60,34815,working class,"independent (neither, no response)",conservative,trump,oppose,favor,,not too happy,good,routine,,more or less satisfied,5,none,never,,,
2022,2444,,male,white,high school,12,south,married,1,working part time,32,52222.5,working class,"independent, close to republican","moderate, middle of the road",trump,,favor,,pretty happy,excellent,,,more or less satisfied,0,protestant,never,no doubts,,
2022,2445,,female,white,high school,12,south,widowed,3,keeping house,,,lower class,not very strong republican,"moderate, middle of the road",trump,,favor,,not too happy,good,,,more or less satisfied,,none,every week,no doubts,,
2022,2446,25,male,white,high school,13,south,never married,0,working part time,15,11868.75,lower class,"independent, close to republican","moderate, middle of the road",trump,,favor,,not too happy,good,,,not satisfied at all,6,other,less than once a year,believe with doubts,,
2022,2447,53,male,white,high school,12,south,married,1,working full time,58,34815,middle class,strong republican,conservative,,oppose,favor,should be legal,pretty happy,good,routine,most people can be trusted,more or less satisfied,0,protestant,several times a year,believe with doubts,don't know,inspired word
2022,2448,40,female,white,high school,12,south,married,0,working full time,40,42727.5,working class,other party,slightly conservative,trump,favor,favor,,not too happy,fair,routine,,not satisfied at all,,protestant,less than once a year,believe with doubts,,
2022,2449,73,male,white,graduate,20,south,widowed,3,retired,,,middle class,strong republican,extremely conservative,trump,oppose,favor,,pretty happy,good,exciting,,pretty well satisfied,,protestant,several times a week,,yes,word of god
2022,2450,66,male,white,associate/junior college,15,south,married,0,retired,,,middle class,not very strong democrat,slightly liberal,biden,,oppose,,pretty happy,good,,,more or less satisfied,,none,never,"don't know, no way to find out",,
2022,2451,69,male,black,high school,12,south,divorced,4,retired,,,middle class,not very strong democrat,slightly liberal,biden,,oppose,should be legal,not too happy,fair,,can't be too careful,not satisfied at all,,protestant,every week,no doubts,no,word of god
2022,2452,27,female,white,high school,14,south,married,0,working full time,,7121.25,working class,"independent, close to democrat",liberal,biden,,oppose,should be legal,very happy,good,,depends,pretty well satisfied,7,other,about once a month,higher power,yes,ancient book
2022,2453,36,male,white,bachelor's,16,south,divorced,0,working full time,50,23737.5,working class,"independent (neither, no response)",liberal,biden,favor,favor,,not too happy,good,routine,,more or less satisfied,0,buddhism,never,,,
2022,2454,64,female,black,less than high school,11,south,married,2,retired,,,lower class,"independent (neither, no response)","moderate, middle of the road",biden,,favor,don't know,pretty happy,good,,can't be too careful,pretty well satisfied,,protestant,2-3 times a month,no doubts,yes,word of god
2022,2455,59,female,black,high school,14,south,never married,0,other,,,lower class,"independent (neither, no response)",slightly conservative,biden,favor,oppose,should not be legal,pretty happy,fair,routine,most people can be trusted,not satisfied at all,,protestant,never,no doubts,yes,inspired word
2022,2456,55,female,white,associate/junior college,15,south,never married,1,retired,,,middle class,strong democrat,liberal,biden,favor,favor,,pretty happy,poor,routine,,not satisfied at all,,protestant,about once a month,,yes,inspired word
2022,2457,50,male,white,high school,13,south,never married,7,"with a job, but not at work because of temporary illness, vacation, strike",,52222.5,working class,"independent, close to republican",conservative,,,favor,,not too happy,excellent,,,not satisfied at all,5,protestant,less than once a year,,,
2022,2458,30,female,black,associate/junior college,14,south,,1,working full time,40,17407.5,working class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,,pretty happy,good,routine,,more or less satisfied,0,don't know,every week,,yes,word of god
2022,2459,59,female,white,associate/junior college,14,south,divorced,2,working full time,40,52222.5,middle class,not very strong republican,conservative,trump,favor,favor,,very happy,excellent,exciting,,pretty well satisfied,0,none,never,,,
2022,2460,39,female,black,high school,14,south,married,0,working full time,40,8703.75,middle class,strong democrat,"moderate, middle of the road",biden,oppose,don't know,,very happy,good,exciting,,not satisfied at all,0,none,never,,yes,ancient book
2022,2461,23,male,white,bachelor's,16,south,never married,0,working full time,40,34815,middle class,not very strong republican,conservative,,,favor,should be legal,pretty happy,good,,most people can be trusted,pretty well satisfied,2,protestant,never,"don't know, no way to find out",don't know,inspired word
2022,2462,31,female,white,bachelor's,16,south,married,3,working full time,36,75960,working class,not very strong democrat,slightly conservative,biden,,favor,,very happy,fair,,,more or less satisfied,0,none,2-3 times a month,believe with doubts,,
2022,2463,69,male,white,high school,14,south,married,0,retired,,,working class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,,very happy,good,exciting,,more or less satisfied,,other,,no doubts,,
2022,2464,19,male,white,high school,12,south,never married,0,working part time,20,,middle class,"independent (neither, no response)",don't know,,,favor,should not be legal,pretty happy,good,,can't be too careful,pretty well satisfied,0,none,never,believe with doubts,yes,don't know
2022,2465,61,male,other,high school,11,south,divorced,2,"unemployed, laid off, looking for work",,,middle class,"independent, close to democrat",extremely liberal,,,favor,should be legal,not too happy,poor,,can't be too careful,not satisfied at all,,protestant,several times a week,no doubts,yes,word of god
2022,2466,68,female,white,high school,13,south,married,1,retired,,,middle class,strong republican,conservative,trump,oppose,favor,should be legal,very happy,good,routine,most people can be trusted,pretty well satisfied,,protestant,about once a month,no doubts,yes,word of god
2022,2467,37,male,white,graduate,20,south,married,2,working full time,60,34815,middle class,not very strong republican,"moderate, middle of the road",trump,favor,favor,,pretty happy,good,routine,,more or less satisfied,0,protestant,about once or twice a year,,,
2022,2468,53,female,white,bachelor's,16,south,married,6,working full time,50,,working class,other party,conservative,trump,oppose,favor,,not too happy,excellent,routine,,more or less satisfied,0,christian,2-3 times a month,no doubts,,
2022,2469,60,female,white,associate/junior college,14,south,married,4,retired,,,working class,strong republican,conservative,trump,favor,favor,,very happy,excellent,exciting,,not satisfied at all,,catholic,nearly every week,,,
2022,2470,33,female,white,high school,14,south,divorced,2,working full time,47,42727.5,working class,not very strong republican,"moderate, middle of the road",trump,favor,favor,should be legal,not too happy,good,routine,can't be too careful,not satisfied at all,30,other,never,higher power,yes,inspired word
2022,2471,79,male,white,graduate,20,south,married,2,retired,,5697,working class,not very strong democrat,"moderate, middle of the road",biden,,favor,,very happy,good,,,more or less satisfied,,protestant,less than once a year,believe with doubts,,
2022,2472,72,female,white,bachelor's,16,south,divorced,2,retired,,,working class,strong democrat,liberal,biden,,oppose,,pretty happy,good,,,not satisfied at all,,none,less than once a year,higher power,,
2022,2473,81,female,white,high school,14,south,widowed,2,retired,,,middle class,other party,"moderate, middle of the road",biden,favor,favor,,pretty happy,excellent,exciting,,more or less satisfied,,none,never,,yes,inspired word
2022,2474,83,female,white,high school,14,south,widowed,3,retired,,,middle class,not very strong republican,slightly conservative,trump,,favor,should be legal,pretty happy,good,,can't be too careful,pretty well satisfied,,protestant,every week,no doubts,yes,inspired word
2022,2475,73,male,black,graduate,16,south,married,1,retired,,,middle class,strong democrat,"moderate, middle of the road",biden,oppose,favor,,very happy,excellent,exciting,,pretty well satisfied,,protestant,nearly every week,,,
2022,2476,30,female,black,high school,12,south,never married,1,working full time,55,15033.75,working class,not very strong democrat,slightly conservative,biden,favor,oppose,,not too happy,fair,routine,,not satisfied at all,,protestant,never,,,
2022,2477,77,female,black,high school,12,south,widowed,5,retired,,,middle class,strong democrat,extremely liberal,biden,favor,favor,should not be legal,pretty happy,good,routine,can't be too careful,not satisfied at all,,protestant,nearly every week,no doubts,yes,word of god
2022,2478,70,female,white,high school,18,south,married,1,retired,,,middle class,"independent, close to democrat","moderate, middle of the road",biden,,favor,should not be legal,very happy,good,,can't be too careful,pretty well satisfied,,protestant,every week,no doubts,yes,word of god
2022,2479,23,female,black,high school,12,south,never married,8,,,,middle class,"independent, close to republican",,,,favor,,very happy,good,,,,,none,never,no doubts,,
2022,2480,70,female,black,high school,12,south,never married,1,retired,,,working class,strong democrat,"moderate, middle of the road",biden,,oppose,,not too happy,fair,,,more or less satisfied,,protestant,less than once a year,believe with doubts,,
2022,2481,25,female,black,high school,13,south,married,3,working full time,40,15033.75,working class,not very strong democrat,slightly conservative,biden,,favor,should be legal,very happy,good,,most people can be trusted,pretty well satisfied,0,protestant,every week,no doubts,yes,word of god
2022,2482,19,female,white,high school,12,south,never married,0,working full time,40,13451.25,working class,"independent (neither, no response)",extremely liberal,,,oppose,,not too happy,good,,,not satisfied at all,15,other,never,don't believe,,
2022,2483,31,female,black,high school,15,south,never married,1,working part time,20,17407.5,working class,"independent (neither, no response)",don't know,,favor,don't know,,very happy,excellent,exciting,,don't know,0,protestant,nearly every week,,yes,word of god
2022,2484,33,don't know,black,high school,12,south,never married,8,working full time,40,,lower class,"independent, close to democrat","moderate, middle of the road",,,oppose,,not too happy,fair,,,more or less satisfied,,none,never,believe with doubts,,
2022,2485,26,male,black,high school,12,south,married,0,working full time,40,,working class,"independent (neither, no response)",slightly liberal,don't know,favor,oppose,,not too happy,good,routine,,not satisfied at all,0,none,never,,,
2022,2486,69,female,black,graduate,20,south,divorced,2,retired,,,middle class,"independent, close to democrat","moderate, middle of the road",biden,,oppose,,pretty happy,good,,,more or less satisfied,,protestant,nearly every week,believe with doubts,,
2022,2487,34,female,black,less than high school,13,south,never married,1,working full time,40,316.5,lower class,strong democrat,liberal,biden,,favor,,pretty happy,fair,,,more or less satisfied,0,protestant,2-3 times a month,no doubts,,
2022,2488,26,male,white,less than high school,10,south,never married,4,working full time,40,11868.75,lower class,not very strong republican,"moderate, middle of the road",,oppose,favor,,pretty happy,fair,routine,,not satisfied at all,0,none,never,don't believe,,
2022,2489,69,female,white,high school,12,south,widowed,2,other,,,lower class,"independent (neither, no response)",,,,,should not be legal,pretty happy,fair,,can't be too careful,more or less satisfied,,protestant,several times a week,no doubts,yes,inspired word
2022,2490,32,female,other,graduate,17,south,married,3,keeping house,,,lower class,"independent (neither, no response)",liberal,biden,favor,favor,,pretty happy,good,routine,,not satisfied at all,,none,less than once a year,,,
2022,2491,77,female,white,associate/junior college,14,south,married,1,retired,,,working class,not very strong republican,slightly conservative,trump,oppose,oppose,,very happy,good,exciting,,not satisfied at all,,catholic,nearly every week,no doubts,,
2022,2492,51,male,black,high school,12,south,separated,2,working full time,40,10286.25,lower class,strong democrat,conservative,,oppose,oppose,,pretty happy,good,dull,,more or less satisfied,0,none,less than once a year,,,
2022,2493,69,male,white,bachelor's,17,south,married,0,retired,,15033.75,middle class,strong democrat,liberal,biden,,oppose,,very happy,excellent,,,pretty well satisfied,,none,never,don't believe,,
2022,2494,68,male,black,bachelor's,17,south,never married,0,working part time,26,10286.25,working class,"independent (neither, no response)","moderate, middle of the road",biden,oppose,favor,,not too happy,good,exciting,,more or less satisfied,0,protestant,several times a year,no doubts,,
2022,2495,20,male,white,less than high school,11,south,never married,0,working full time,37,4114.5,working class,"independent (neither, no response)","moderate, middle of the road",,oppose,oppose,don't know,pretty happy,good,exciting,most people can be trusted,not satisfied at all,10,other,several times a year,higher power,yes,inspired word
2022,2496,60,female,white,high school,12,south,divorced,1,working full time,44,20572.5,working class,not very strong republican,slightly liberal,,,favor,should be legal,pretty happy,good,,can't be too careful,not satisfied at all,0,protestant,every week,no doubts,yes,ancient book
2022,2497,84,female,white,high school,15,south,married,3,keeping house,,,middle class,not very strong republican,"moderate, middle of the road",trump,,favor,should not be legal,pretty happy,excellent,,can't be too careful,pretty well satisfied,,protestant,every week,no doubts,yes,word of god
2022,2498,47,male,black,less than high school,7,south,divorced,0,working full time,89,2215.5,middle class,"independent, close to republican",liberal,,,oppose,should not be legal,very happy,excellent,,most people can be trusted,more or less satisfied,0,catholic,2-3 times a month,don't believe,no,word of god
2022,2499,31,female,white,high school,14,south,never married,2,working full time,32,20572.5,working class,"independent, close to democrat",liberal,,favor,oppose,,not too happy,good,routine,,more or less satisfied,3,none,about once or twice a year,higher power,,
2022,2500,29,male,white,high school,14,south,married,0,working part time,15,1266,lower class,"independent (neither, no response)","moderate, middle of the road",other candidate,favor,oppose,,pretty happy,fair,exciting,,not satisfied at all,,protestant,nearly every week,no doubts,,
2022,2501,46,male,black,associate/junior college,14,south,divorced,6,keeping house,,8703.75,working class,strong democrat,"moderate, middle of the road",trump,oppose,oppose,,not too happy,fair,exciting,,not satisfied at all,,protestant,less than once a year,,no,inspired word
2022,2502,59,female,black,high school,13,south,widowed,0,working full time,45,,working class,strong democrat,"moderate, middle of the road",,favor,oppose,should be legal,pretty happy,fair,routine,depends,not satisfied at all,4,protestant,every week,no doubts,yes,inspired word
2022,2503,32,female,black,less than high school,11,south,never married,4,"unemployed, laid off, looking for work",,3481.5,lower class,not very strong democrat,don't know,biden,favor,favor,should be legal,not too happy,excellent,routine,can't be too careful,not satisfied at all,,protestant,several times a year,no doubts,yes,don't know
2022,2504,77,male,black,high school,10,south,never married,5,retired,,,lower class,not very strong democrat,slightly conservative,,favor,oppose,,pretty happy,fair,exciting,,pretty well satisfied,,protestant,several times a year,,don't know,word of god
2022,2505,25,male,black,high school,12,south,never married,0,working full time,85,23737.5,working class,"independent (neither, no response)","moderate, middle of the road",,oppose,oppose,should be legal,pretty happy,good,routine,most people can be trusted,pretty well satisfied,0,,never,believe with doubts,no,
2022,2506,28,female,white,bachelor's,16,south,never married,1,working full time,40,28485,middle class,not very strong democrat,"moderate, middle of the road",biden,favor,oppose,,pretty happy,fair,exciting,,more or less satisfied,3,protestant,nearly every week,believe with doubts,,
2022,2507,62,male,white,high school,13,south,married,2,retired,,,middle class,strong republican,extremely conservative,trump,oppose,favor,,not too happy,good,exciting,,pretty well satisfied,,protestant,every week,,yes,word of god
2022,2508,73,female,white,high school,12,south,married,2,keeping house,,,middle class,other party,extremely conservative,trump,oppose,favor,should not be legal,pretty happy,excellent,exciting,can't be too careful,more or less satisfied,,protestant,every week,no doubts,yes,word of god
2022,2509,62,male,white,graduate,17,south,separated,2,"unemployed, laid off, looking for work",,163572.71343,middle class,"independent, close to republican",slightly conservative,trump,,oppose,,pretty happy,good,,,pretty well satisfied,,protestant,nearly every week,no doubts,,
2022,2510,79,male,white,bachelor's,16,south,married,2,retired,,,middle class,strong republican,conservative,trump,oppose,favor,,very happy,fair,routine,,pretty well satisfied,,protestant,nearly every week,no doubts,,
2022,2511,65,female,white,bachelor's,16,south,married,1,keeping house,,,upper class,not very strong republican,conservative,trump,favor,favor,,pretty happy,good,exciting,,more or less satisfied,,catholic,about once a month,,,
2022,2512,64,female,white,bachelor's,16,south,married,3,retired,,,middle class,not very strong democrat,"moderate, middle of the road",biden,,oppose,should not be legal,very happy,excellent,,most people can be trusted,pretty well satisfied,,protestant,every week,no doubts,yes,inspired word
2022,2513,31,female,white,less than high school,8,south,never married,3,keeping house,,3481.5,middle class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,should not be legal,not too happy,excellent,routine,can't be too careful,more or less satisfied,,christian,about once a month,no doubts,yes,word of god
2022,2514,,male,white,high school,12,south,widowed,3,retired,,,working class,strong democrat,slightly liberal,biden,favor,don't know,should be legal,pretty happy,fair,exciting,depends,more or less satisfied,,,several times a year,,don't know,
2022,2515,55,female,white,high school,12,south,never married,0,other,,,middle class,"independent, close to republican","moderate, middle of the road",,favor,favor,should not be legal,pretty happy,good,exciting,can't be too careful,more or less satisfied,,protestant,less than once a year,no doubts,yes,inspired word
2022,2516,40,male,white,less than high school,6,south,married,5,working full time,31,20572.5,working class,strong republican,slightly conservative,,,oppose,should not be legal,very happy,excellent,,can't be too careful,not satisfied at all,0,protestant,several times a week,no doubts,yes,inspired word
2022,2517,50,female,white,less than high school,11,south,never married,2,working full time,32,10286.25,lower class,strong republican,conservative,trump,,oppose,,pretty happy,fair,,,not satisfied at all,0,protestant,2-3 times a month,no doubts,,
2022,2518,41,male,black,bachelor's,16,south,married,2,working full time,50,34815,working class,not very strong democrat,slightly liberal,biden,favor,oppose,,pretty happy,good,exciting,,more or less satisfied,0,protestant,less than once a year,,,
2022,2519,31,female,black,high school,13,south,never married,3,in school,,,working class,not very strong democrat,slightly conservative,biden,oppose,oppose,should be legal,pretty happy,good,exciting,can't be too careful,not satisfied at all,,catholic,never,no doubts,yes,inspired word
2022,2520,31,male,black,bachelor's,16,south,never married,0,working full time,50,28485,working class,"independent (neither, no response)","moderate, middle of the road",biden,,don't know,should be legal,pretty happy,excellent,,can't be too careful,more or less satisfied,4,protestant,never,believe with doubts,yes,ancient book
2022,2521,22,female,white,high school,13,south,never married,0,working full time,39,,working class,"independent (neither, no response)",slightly liberal,biden,don't know,don't know,,pretty happy,good,routine,,not satisfied at all,4,catholic,about once or twice a year,,yes,inspired word
2022,2522,77,female,other,graduate,20,south,married,1,working part time,9,63300,middle class,"independent, close to republican",conservative,trump,,favor,should not be legal,not too happy,excellent,,can't be too careful,pretty well satisfied,0,catholic,several times a week,no doubts,yes,word of god
2022,2523,18,female,black,high school,12,south,never married,0,"unemployed, laid off, looking for work",,8703.75,middle class,strong democrat,"moderate, middle of the road",,oppose,don't know,,pretty happy,good,routine,,more or less satisfied,,catholic,about once a month,,yes,inspired word
2022,2524,20,female,black,high school,14,south,never married,0,working full time,40,,middle class,"independent, close to democrat","moderate, middle of the road",biden,favor,oppose,,pretty happy,fair,routine,,more or less satisfied,15,protestant,several times a year,,yes,word of god
2022,2525,79,female,white,less than high school,14,south,widowed,2,keeping house,,,middle class,strong republican,liberal,trump,favor,oppose,don't know,very happy,good,exciting,most people can be trusted,pretty well satisfied,,catholic,several times a week,no doubts,yes,ancient book
2022,2526,21,male,black,high school,13,south,never married,0,working part time,40,20572.5,working class,not very strong democrat,extremely conservative,,oppose,oppose,should be legal,not too happy,fair,dull,can't be too careful,not satisfied at all,2,protestant,about once a month,no doubts,yes,word of god
2022,2527,36,male,white,high school,12,south,divorced,0,working full time,44,,working class,strong republican,conservative,trump,oppose,favor,,not too happy,fair,routine,,not satisfied at all,0,christian,several times a year,,,
2022,2528,34,female,black,associate/junior college,15,south,married,0,working full time,40,,don't know,"independent (neither, no response)",conservative,,don't know,favor,,very happy,fair,exciting,,more or less satisfied,0,catholic,never,,don't know,word of god
2022,2529,67,male,other,high school,12,south,divorced,4,retired,,,lower class,"independent, close to democrat","moderate, middle of the road",biden,,oppose,should be legal,very happy,fair,,can't be too careful,more or less satisfied,,protestant,every week,no doubts,yes,word of god
2022,2530,42,female,white,associate/junior college,14,south,married,1,working part time,15,8703.75,working class,not very strong democrat,liberal,biden,favor,oppose,,not too happy,poor,routine,,more or less satisfied,30,none,never,,yes,ancient book
2022,2531,22,male,other,high school,12,south,never married,0,working full time,3,8703.75,upper class,"independent (neither, no response)","moderate, middle of the road",,oppose,favor,,pretty happy,good,routine,,more or less satisfied,7,catholic,about once or twice a year,,don't know,inspired word
2022,2532,39,male,black,high school,12,south,married,5,working full time,40,20572.5,lower class,strong democrat,extremely conservative,,,oppose,,very happy,good,,,not satisfied at all,0,muslim/islam,several times a week,no doubts,,
2022,2533,24,female,other,high school,12,south,divorced,0,working full time,56,23737.5,working class,not very strong republican,liberal,,favor,oppose,,pretty happy,good,routine,,more or less satisfied,5,none,never,,no,inspired word
2022,2534,23,female,white,high school,12,south,never married,0,"unemployed, laid off, looking for work",,5697,lower class,"independent (neither, no response)","moderate, middle of the road",,oppose,oppose,,not too happy,fair,routine,,not satisfied at all,,protestant,several times a year,,yes,inspired word
2022,2535,78,male,white,high school,13,south,widowed,2,retired,,,lower class,other party,conservative,trump,,favor,should not be legal,not too happy,fair,,can't be too careful,pretty well satisfied,,protestant,several times a week,no doubts,yes,inspired word
2022,2536,39,female,white,high school,12,south,divorced,5,working full time,38,34815,working class,"independent (neither, no response)","moderate, middle of the road",don't know,favor,favor,,not too happy,good,routine,,not satisfied at all,14,none,about once or twice a year,,,
2022,2537,70,female,white,high school,13,south,divorced,5,retired,,,lower class,not very strong democrat,"moderate, middle of the road",biden,favor,favor,,pretty happy,fair,routine,,not satisfied at all,,protestant,never,,no,inspired word
2022,2538,66,male,white,high school,12,south,married,0,retired,,,working class,strong democrat,conservative,biden,oppose,don't know,,very happy,fair,routine,,pretty well satisfied,,protestant,about once a month,,yes,word of god
2022,2539,36,male,black,bachelor's,18,south,married,1,working full time,40,28485,working class,"independent, close to republican","moderate, middle of the road",biden,oppose,oppose,,pretty happy,excellent,exciting,,not satisfied at all,0,muslim/islam,every week,,yes,inspired word
2022,2540,39,female,white,associate/junior college,16,south,married,2,working part time,30,42727.5,working class,strong republican,conservative,trump,favor,favor,,pretty happy,good,routine,,not satisfied at all,8,protestant,2-3 times a month,no doubts,,
2022,2541,25,female,other,high school,13,south,married,2,working full time,37,20572.5,working class,"independent (neither, no response)","moderate, middle of the road",trump,favor,oppose,should be legal,pretty happy,good,routine,depends,not satisfied at all,0,none,about once or twice a year,higher power,yes,inspired word
2022,2542,65,male,white,less than high school,10,south,never married,0,other,,,lower class,not very strong republican,slightly liberal,,favor,favor,,not too happy,poor,dull,,not satisfied at all,,other,every week,no doubts,,
2022,2543,89,female,white,graduate,16,south,never married,0,retired,,,middle class,not very strong democrat,"moderate, middle of the road",biden,oppose,oppose,,pretty happy,good,dull,,pretty well satisfied,,catholic,every week,,yes,inspired word
2022,2544,27,male,white,bachelor's,16,south,never married,0,working full time,40,28485,middle class,not very strong democrat,liberal,biden,,oppose,,pretty happy,good,,,pretty well satisfied,1,none,less than once a year,don't believe,,
2022,2545,47,female,white,high school,12,south,divorced,3,other,,,middle class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,should be legal,pretty happy,good,routine,can't be too careful,not satisfied at all,,none,never,believe sometimes,don't know,inspired word
2022,2546,43,male,black,associate/junior college,13,south,never married,3,working part time,14,1266,,"independent (neither, no response)","moderate, middle of the road",,favor,,,pretty happy,fair,exciting,,more or less satisfied,0,none,about once a month,,yes,inspired word
2022,2547,47,male,black,less than high school,8,south,married,5,working full time,50,,upper class,strong democrat,extremely conservative,biden,don't know,don't know,,very happy,excellent,exciting,,don't know,,muslim/islam,never,,yes,don't know
2022,2548,45,female,other,high school,12,south,married,2,keeping house,,10286.25,working class,strong republican,extremely liberal,trump,,don't know,should not be legal,very happy,fair,,depends,pretty well satisfied,,protestant,less than once a year,no doubts,yes,word of god
2022,2549,34,male,white,bachelor's,17,south,married,2,in school,,,middle class,strong republican,extremely conservative,trump,oppose,favor,,very happy,good,exciting,,more or less satisfied,,catholic,nearly every week,,yes,inspired word
2022,2550,72,female,white,bachelor's,16,south,married,2,retired,,,upper class,strong democrat,liberal,biden,favor,oppose,,pretty happy,good,routine,,pretty well satisfied,,protestant,every week,,,
2022,2551,18,female,white,high school,12,south,never married,0,in school,,4747.5,upper class,not very strong democrat,slightly liberal,,favor,oppose,should be legal,pretty happy,good,routine,can't be too careful,pretty well satisfied,,other,about once or twice a year,believe sometimes,don't know,don't know
2022,2552,63,male,white,high school,12,south,married,0,working full time,30,63300,middle class,strong republican,conservative,trump,oppose,favor,should be legal,don't know,good,routine,can't be too careful,more or less satisfied,0,protestant,never,higher power,yes,inspired word
2022,2553,63,female,white,graduate,17,south,married,2,retired,,163572.71343,,strong republican,slightly conservative,trump,favor,favor,,pretty happy,excellent,exciting,,more or less satisfied,,catholic,several times a year,believe with doubts,,
2022,2554,36,female,white,graduate,16,south,married,2,keeping house,,,upper class,not very strong democrat,"moderate, middle of the road",,,oppose,,pretty happy,excellent,,,pretty well satisfied,,protestant,several times a year,believe with doubts,,
2022,2555,79,female,white,high school,14,south,widowed,3,retired,,,middle class,"independent (neither, no response)","moderate, middle of the road",,,don't know,don't know,don't know,good,,depends,pretty well satisfied,,christian,several times a year,believe with doubts,yes,inspired word
2022,2556,55,male,white,high school,14,south,married,2,working full time,40,88620,middle class,strong democrat,extremely liberal,biden,,oppose,,pretty happy,good,,,more or less satisfied,1,none,less than once a year,don't believe,,
2022,2557,46,male,white,bachelor's,16,south,divorced,2,working full time,50,163572.71343,upper class,strong republican,conservative,trump,oppose,favor,should be legal,pretty happy,excellent,exciting,most people can be trusted,more or less satisfied,5,protestant,2-3 times a month,no doubts,yes,word of god
2022,2558,81,female,white,high school,12,midwest,married,3,retired,,,middle class,"independent, close to republican",conservative,trump,,favor,should not be legal,pretty happy,fair,,depends,pretty well satisfied,,protestant,never,no doubts,yes,word of god
2022,2559,68,male,white,less than high school,10,midwest,widowed,2,retired,,,working class,"independent (neither, no response)","moderate, middle of the road",,,oppose,don't know,pretty happy,fair,,can't be too careful,not satisfied at all,,protestant,never,believe with doubts,don't know,inspired word
2022,2560,50,male,black,high school,12,midwest,married,2,"with a job, but not at work because of temporary illness, vacation, strike",,34815,middle class,not very strong republican,conservative,trump,favor,favor,,very happy,good,routine,,pretty well satisfied,,christian,about once or twice a year,no doubts,,
2022,2561,40,male,white,high school,13,midwest,never married,1,working full time,55,42727.5,working class,other party,"moderate, middle of the road",,oppose,favor,,very happy,excellent,exciting,,more or less satisfied,3,protestant,2-3 times a month,,yes,inspired word
2022,2562,52,male,white,high school,13,midwest,married,3,keeping house,,,working class,strong democrat,slightly liberal,biden,favor,don't know,,pretty happy,fair,exciting,,not satisfied at all,,other,never,,yes,ancient book
2022,2563,27,female,white,high school,10,midwest,married,1,keeping house,,15033.75,lower class,"independent (neither, no response)","moderate, middle of the road",,,oppose,should be legal,pretty happy,poor,,can't be too careful,more or less satisfied,,none,never,believe with doubts,yes,inspired word
2022,2564,38,female,white,graduate,18,midwest,married,2,working full time,40,34815,middle class,not very strong democrat,liberal,biden,favor,don't know,,very happy,good,exciting,,more or less satisfied,0,don't know,never,,yes,inspired word
2022,2565,27,female,white,high school,15,midwest,never married,1,working full time,40,23737.5,working class,"independent (neither, no response)","moderate, middle of the road",other candidate,,favor,,not too happy,good,,,not satisfied at all,20,none,never,higher power,,
2022,2566,47,female,white,high school,12,midwest,divorced,4,working full time,40,23737.5,middle class,not very strong republican,conservative,trump,oppose,favor,,not too happy,excellent,routine,,not satisfied at all,0,protestant,several times a year,no doubts,,
2022,2567,39,male,white,bachelor's,19,south,married,2,working full time,38,,working class,strong democrat,extremely liberal,biden,favor,oppose,,pretty happy,good,routine,,not satisfied at all,0,none,never,,,
2022,2568,67,female,white,high school,12,south,divorced,3,retired,,,lower class,strong republican,extremely conservative,trump,oppose,favor,should be legal,pretty happy,good,dull,can't be too careful,not satisfied at all,,protestant,about once or twice a year,no doubts,yes,inspired word
2022,2569,48,female,other,high school,12,south,married,2,keeping house,,,upper class,"independent, close to republican",conservative,biden,,oppose,,very happy,good,,,pretty well satisfied,,hinduism,several times a week,no doubts,,
2022,2570,60,female,white,bachelor's,17,south,married,1,working full time,50,34815,middle class,"independent (neither, no response)","moderate, middle of the road",trump,oppose,favor,,very happy,good,exciting,,more or less satisfied,0,protestant,every week,,,
2022,2571,62,male,white,high school,15,south,married,0,retired,,28485,middle class,strong democrat,"moderate, middle of the road",biden,oppose,favor,,pretty happy,fair,routine,,pretty well satisfied,,none,never,believe sometimes,,
2022,2572,58,female,white,bachelor's,16,south,never married,0,working full time,40,2215.5,middle class,"independent, close to democrat",liberal,biden,favor,oppose,,pretty happy,fair,routine,,not satisfied at all,10,protestant,never,higher power,,
